sample_name	birth_date	body_weight_at_sacrifice	body_weight_at_sacrifice_unit	collection_date	collection_timestamp	condition	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	facs_presorted_bacteria	fat	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_cageid	host_common_name	host_genotype	host_height	host_height_units	host_life_stage	host_scientific_name	host_strain	host_subject_id	host_taxid	host_vendor	host_weight	host_weight_units	latitude	liver_weight	liver_weight_unit	longitude	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	sex	taxon_id	timepoint	title
15900.s69.S69	2021-09-16 00:00:00	23.0	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.26	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55224	10090	Janvier Labs	23.5	g	51.206417488638486	1.04	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s7.S7	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55193	10090	Janvier Labs	24.2	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s70.S70	2021-09-16 00:00:00	20.9	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.25	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55225	10090	Janvier Labs	21.5	g	51.206417488638486	1	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s71.S71	2021-09-16 00:00:00	21.5	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.18	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55226	10090	Janvier Labs	22.1	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s8.S8	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55194	10090	Janvier Labs	25.2	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s9.S9	2021-09-14 00:00:00	not collected	g	2021-11-23 00:00:00	2021-11-23 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55195	10090	Janvier Labs	26.6	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	male	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.sfake.55222.d0	2021-09-15 00:00:00	not collected	g	2021-11-24 00:00:00	2021-11-24 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55222	10090	Janvier Labs	19.1	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	FALSE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.sfake.55228.w12	2021-09-16 00:00:00	not applicable	g	2022-02-17 00:00:00	2022-02-17 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not applicable	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	13	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55228	10090	Janvier Labs	not collected	g	51.206417488638486	not applicable	g	6.78557572382138		FALSE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.smissing.48	2021-09-14 00:00:00	30.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.58	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55198	10090	Janvier Labs	32.7	g	51.206417488638486	1.58	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	FALSE	colon content	15900	colon content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.smissing.72	2021-09-16 00:00:00	23.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.31	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55227	10090	Janvier Labs	24.6	g	51.206417488638486	1.09	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	FALSE	colon content	15900	colon content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
